id_sintetico,cenario_id,indice_risco_verdadeiro,theta_latente,aquiescencia,itens_em_branco
RISK-V2-001374,CEN-19,13.79402282,-1.18553212,0.18841348,0
RISK-V2-001375,CEN-01,54.7984871,0.07012585,-0.27925766,0
RISK-V2-001376,CEN-13,46.05840774,-0.3014584,0.05076239,0
RISK-V2-001377,CEN-16,65.28335813,0.59708574,0.3937553,0
RISK-V2-001378,CEN-12,75.66964286,0.85239438,-0.0976398,1
RISK-V2-001379,CEN-24,26.07018849,-0.72039813,-0.05140473,1
RISK-V2-001380,CEN-07,64.60193452,0.72490357,0.02677877,1
RISK-V2-001381,CEN-05,93.39657738,1.65228607,-0.21017247,1
RISK-V2-001382,CEN-17,39.62239583,-0.33755763,0.27758467,0
RISK-V2-001383,CEN-18,35.34040179,-0.73220266,-0.17771597,2
RISK-V2-001384,CEN-14,39.49466766,-0.20481201,-0.05384569,0
RISK-V2-001385,CEN-23,94.80087868,1.88581122,0.09659841,1
RISK-V2-001386,CEN-18,55.08370536,0.33492832,-0.16875916,3
RISK-V2-001387,CEN-22,1.875,-2.05951749,-0.02369178,0
RISK-V2-001388,CEN-15,36.61210317,-0.55497757,0.07349189,0
RISK-V2-001389,CEN-13,39.0718006,-0.50383179,-0.26812491,2
RISK-V2-001390,CEN-20,33.29675099,-0.7944911,-0.17214679,1
RISK-V2-001391,CEN-20,12.63286565,-1.33795518,0.13444699,2
RISK-V2-001392,CEN-09,38.46912202,-0.52389841,-0.02379568,2
RISK-V2-001393,CEN-04,58.06733631,0.29598943,-0.04703349,3
RISK-V2-001394,CEN-12,68.12872024,0.65207245,-0.50245835,0
RISK-V2-001395,CEN-12,72.65252976,0.85630763,-0.06018119,2
RISK-V2-001396,CEN-24,74.94915675,0.8260829,-0.04178972,0
RISK-V2-001397,CEN-03,37.94005102,-0.43452422,0.14631028,4
RISK-V2-001398,CEN-01,63.57948909,0.48852809,-0.04607048,0
RISK-V2-001399,CEN-12,68.05183532,0.8464055,0.12603428,0
RISK-V2-001400,CEN-21,8.01339286,-1.68952714,0.28932977,1
RISK-V2-001401,CEN-09,82.37909226,0.97512899,0.07334167,1
RISK-V2-001402,CEN-09,63.1505102,0.34313478,-0.06160692,1
RISK-V2-001403,CEN-22,42.51302083,-0.24987408,0.12267532,2
RISK-V2-001404,CEN-06,60.90959821,0.50705784,-0.05429316,3
RISK-V2-001405,CEN-10,71.7841199,0.78275436,-0.04504838,2
RISK-V2-001406,CEN-08,76.71688988,0.91397422,0.25265346,2
RISK-V2-001407,CEN-08,14.82514881,-1.00815383,0.16670542,0
RISK-V2-001408,CEN-20,61.65674603,0.26469278,-0.11685434,1
RISK-V2-001409,CEN-05,98.98313492,2.03792402,0.13946004,1
RISK-V2-001410,CEN-19,10.50285218,-1.56395941,0.16970146,0
RISK-V2-001411,CEN-24,96.23015873,1.54461666,-0.35397398,1
RISK-V2-001412,CEN-10,54.13256448,0.39262851,0.47441524,0
RISK-V2-001413,CEN-13,48.81820437,0.0171487,0.27737669,2
RISK-V2-001414,CEN-22,5.71499433,-1.97078641,-0.13192828,3
RISK-V2-001415,CEN-08,5.4594494,-1.66693285,-0.02623302,2
RISK-V2-001416,CEN-17,78.83804563,1.39885022,0.43351179,0
RISK-V2-001417,CEN-14,26.03422619,-0.84855642,-0.12507938,3
RISK-V2-001418,CEN-21,4.55729167,-1.97494312,0.16963643,2
RISK-V2-001419,CEN-14,17.95572917,-1.39714637,0.09387263,2
RISK-V2-001420,CEN-17,56.12599206,0.20287164,-0.03317565,0
RISK-V2-001421,CEN-22,12.59176587,-1.39435713,-0.20279815,1
RISK-V2-001422,CEN-18,41.86755952,-0.14305011,0.2486396,1
RISK-V2-001423,CEN-01,41.86073909,-0.14734061,0.14982164,0
RISK-V2-001424,CEN-20,42.85359977,-0.39316673,-0.00388726,1
RISK-V2-001425,CEN-09,57.74872449,0.19625643,0.04885362,2
RISK-V2-001426,CEN-15,27.47333829,-0.83633472,0.05828108,0
RISK-V2-001427,CEN-17,38.73697917,-0.39520811,0.21497846,2
RISK-V2-001428,CEN-18,70.28769841,0.55400017,0.02895451,0
RISK-V2-001429,CEN-19,14.54923115,-1.11352246,0.13762273,2
RISK-V2-001430,CEN-03,35.56051587,-0.77104482,-0.10987657,0
RISK-V2-001431,CEN-21,26.36222718,-0.74058529,-0.20932017,3
RISK-V2-001432,CEN-13,68.205428,0.92614405,0.22010994,2
RISK-V2-001433,CEN-23,93.7797619,1.84092556,0.20002232,0
RISK-V2-001434,CEN-04,45.54191468,-0.31047009,-0.11602952,2
RISK-V2-001435,CEN-21,17.40885417,-1.71821367,-0.23961019,2
RISK-V2-001436,CEN-22,5.5952381,-1.82694342,0.10597354,4
RISK-V2-001437,CEN-22,5.22879464,-1.7129071,0.21566983,1
RISK-V2-001438,CEN-08,8.63963294,-1.51304194,0.16821953,0
RISK-V2-001439,CEN-04,23.83928571,-0.97255405,0.02716076,1
RISK-V2-001440,CEN-16,76.86135913,1.0346265,0.07130739,2
RISK-V2-001441,CEN-01,44.02157738,-0.14945661,0.18367824,3
RISK-V2-001442,CEN-06,67.30840774,0.603919,-0.05307179,0
RISK-V2-001443,CEN-03,33.31845238,-0.60502932,0.14406358,2
RISK-V2-001444,CEN-12,81.08878968,1.21977356,0.25290371,0
RISK-V2-001445,CEN-22,26.89608135,-0.71805847,0.14548605,0
RISK-V2-001446,CEN-15,5.54935516,-1.81725883,0.04052625,0
RISK-V2-001447,CEN-23,97.71825397,2.07263486,-0.19474002,1
RISK-V2-001448,CEN-19,26.39260913,-0.47417145,0.23593414,1
RISK-V2-001449,CEN-15,0.0,-3.4190062,0.17765836,0
RISK-V2-001450,CEN-14,24.6747449,-0.81976577,-0.11521861,2
RISK-V2-001451,CEN-14,42.0610119,-0.0884414,-0.02396389,0
RISK-V2-001452,CEN-05,92.71763393,1.91637568,0.15483114,1
RISK-V2-001453,CEN-14,27.86458333,-0.76616247,0.04299532,4
RISK-V2-001454,CEN-02,64.00297619,0.75704595,0.38629348,1
RISK-V2-001455,CEN-17,35.11346726,-0.32643919,0.34705542,1
RISK-V2-001456,CEN-01,14.69494048,-1.10372733,0.2395374,1
RISK-V2-001457,CEN-08,41.03794643,-0.49105176,-0.0423634,1
RISK-V2-001458,CEN-22,60.28707837,0.25844503,-0.21243687,0
RISK-V2-001459,CEN-21,22.05233135,-0.8413042,0.1150482,0
RISK-V2-001460,CEN-14,4.16666667,-2.06123245,-0.01050472,1
RISK-V2-001461,CEN-02,92.50806052,1.49590361,-0.25626072,0
RISK-V2-001462,CEN-15,41.40252976,-0.41877734,-0.13744427,0
RISK-V2-001463,CEN-03,21.10801091,-0.96475411,0.08454726,2
RISK-V2-001464,CEN-11,29.91505456,-0.63681504,-0.13291607,1
RISK-V2-001465,CEN-13,48.45052083,0.01293962,0.19648717,2
RISK-V2-001466,CEN-17,49.14124504,-0.09422553,-0.08851263,3
RISK-V2-001467,CEN-13,56.65054563,0.20179991,-0.13601444,1
RISK-V2-001468,CEN-08,85.84325397,1.2078212,-0.0866242,0
RISK-V2-001469,CEN-19,28.97135417,-0.68291779,-0.09092623,1
RISK-V2-001470,CEN-24,46.19295635,0.04757749,0.00531618,1
RISK-V2-001471,CEN-02,66.57560941,0.89844751,0.42818364,2
RISK-V2-001472,CEN-16,74.20014881,0.75196086,-0.27624961,2
RISK-V2-001473,CEN-08,30.78373016,-0.78034589,0.11139147,0
RISK-V2-001474,CEN-07,91.29464286,1.74785727,0.10619673,1
RISK-V2-001475,CEN-04,5.28459821,-1.88021724,-0.18465696,3
RISK-V2-001476,CEN-06,99.72718254,2.60246916,-0.19067273,1
RISK-V2-001477,CEN-18,31.26302083,-0.63275104,0.12478246,1
RISK-V2-001478,CEN-14,46.25566893,-0.06693033,0.26092347,1
RISK-V2-001479,CEN-10,42.0250496,-0.17138675,0.34411923,1
RISK-V2-001480,CEN-05,95.21825397,2.42506057,0.27890505,0
RISK-V2-001481,CEN-03,23.75434028,-0.91424391,-0.02824786,0
RISK-V2-001482,CEN-10,78.61173115,1.14740316,-0.03863429,1
RISK-V2-001483,CEN-19,18.23040675,-1.01215643,-0.05148528,0
RISK-V2-001484,CEN-18,49.43328373,0.05221984,0.04126895,0
RISK-V2-001485,CEN-12,74.61495536,0.69873019,-0.14271557,2
RISK-V2-001486,CEN-19,22.34250992,-1.17567429,-0.1303837,0
RISK-V2-001487,CEN-01,73.17672902,0.79456662,-0.05510549,1
RISK-V2-001488,CEN-13,49.62797619,-0.02776681,0.14696081,2
RISK-V2-001489,CEN-18,77.27058532,0.89689754,-0.0300661,1
RISK-V2-001490,CEN-05,83.35565476,1.24350692,-0.05009966,2
RISK-V2-001491,CEN-15,23.9905754,-1.16596588,-0.30083343,1
RISK-V2-001492,CEN-05,69.31361607,0.69620895,0.16922596,1
RISK-V2-001493,CEN-13,22.82862103,-1.29050249,-0.33631594,0
RISK-V2-001494,CEN-22,2.49875992,-2.37459942,0.25015345,1
RISK-V2-001495,CEN-24,72.78893849,0.86829444,-0.02667997,0
RISK-V2-001496,CEN-10,81.44097222,0.92897275,0.19213582,0
RISK-V2-001497,CEN-17,51.72061012,0.07825057,-0.15669383,1
RISK-V2-001498,CEN-18,38.42447917,-0.61056831,-0.08776436,2
RISK-V2-001499,CEN-18,79.07879819,1.30054187,0.18596805,1
RISK-V2-001500,CEN-06,58.98596939,0.01248471,-0.42583101,2
RISK-V2-001501,CEN-15,31.18489583,-0.45091895,0.27676694,7
RISK-V2-001502,CEN-15,11.0484871,-1.34605878,0.16054322,0
RISK-V2-001503,CEN-11,42.57068452,-0.36699949,-0.11368357,2
RISK-V2-001504,CEN-06,89.98193027,1.31792031,-0.12010994,4
RISK-V2-001505,CEN-13,40.11302438,-0.78290663,-0.15717575,1
RISK-V2-001506,CEN-22,11.48251488,-1.78558516,-0.24116686,0
RISK-V2-001507,CEN-07,97.09821429,1.97843958,0.07562773,1
RISK-V2-001508,CEN-14,76.16319444,0.81229404,0.04803336,1
RISK-V2-001509,CEN-03,48.37735615,0.11849751,0.3112894,0
RISK-V2-001510,CEN-18,21.73947704,-1.25284105,-0.02908918,4
RISK-V2-001511,CEN-10,87.08953373,1.51977575,-0.03456542,0
RISK-V2-001512,CEN-15,2.11371528,-1.97202317,0.50400227,2
RISK-V2-001513,CEN-22,18.97959184,-1.18633772,0.03300178,3
RISK-V2-001514,CEN-23,71.82477679,0.68416563,-0.13161528,2
RISK-V2-001515,CEN-23,61.65054563,0.69073157,-0.11372142,3
RISK-V2-001516,CEN-10,96.77579365,1.90244221,0.04071229,2
RISK-V2-001517,CEN-22,35.73837868,-0.68156891,-0.18777671,2
RISK-V2-001518,CEN-13,78.65513393,0.95919121,-0.10502879,1
RISK-V2-001519,CEN-23,82.41505456,1.17587179,-0.09486496,2
RISK-V2-001520,CEN-15,30.74280754,-0.65310003,-0.20297505,1
RISK-V2-001521,CEN-21,13.57426304,-1.72772606,-0.04599153,2
RISK-V2-001522,CEN-23,72.16021825,0.82690535,-0.07400972,2
RISK-V2-001523,CEN-05,89.03335813,1.6036517,-0.16436331,0
RISK-V2-001524,CEN-23,96.47879464,1.67809813,-0.42194588,3
RISK-V2-001525,CEN-01,39.299178,-0.48304248,0.28069373,2
RISK-V2-001526,CEN-16,89.93985615,1.29935221,-0.37447638,2
RISK-V2-001527,CEN-12,68.03075397,0.56783377,-0.04013756,1
RISK-V2-001528,CEN-21,31.90414187,-0.78318199,-0.04304291,0
RISK-V2-001529,CEN-01,62.37599206,0.61353999,0.31267604,2
RISK-V2-001530,CEN-04,34.41220238,-0.40687042,-0.4945564,1
RISK-V2-001531,CEN-07,99.05753968,2.81004546,0.25654851,1
RISK-V2-001532,CEN-18,71.9720805,0.51933197,-0.52881873,2
RISK-V2-001533,CEN-07,94.32291667,1.79715134,0.13062647,1
RISK-V2-001534,CEN-23,93.96258503,2.02444413,0.25531087,2
RISK-V2-001535,CEN-18,38.40525794,-0.39731053,-0.09896937,0
RISK-V2-001536,CEN-19,38.95027282,-0.71726635,-0.12104365,1
RISK-V2-001537,CEN-08,67.17199901,0.4958923,-0.21857645,1
RISK-V2-001538,CEN-10,73.8702877,0.61340492,-0.24378127,2
RISK-V2-001539,CEN-10,97.50186012,1.92495155,-0.34440996,1
RISK-V2-001540,CEN-09,59.43558673,0.33193036,-0.19257184,2
RISK-V2-001541,CEN-19,11.83655754,-1.39083559,0.3067792,2
RISK-V2-001542,CEN-08,20.11346726,-0.89764846,-0.00167163,0
RISK-V2-001543,CEN-19,13.71155754,-1.67550564,-0.14827757,1
RISK-V2-001544,CEN-02,41.30456349,-0.17521439,-0.00816614,0
RISK-V2-001545,CEN-22,41.92584325,-0.39077842,-0.04226658,0
RISK-V2-001546,CEN-01,60.43075043,0.16165188,-0.09959221,2
RISK-V2-001547,CEN-14,62.52046131,0.22050019,-0.19637512,0
RISK-V2-001548,CEN-15,29.32105655,-0.70638342,-0.05287017,2
RISK-V2-001549,CEN-22,13.89012897,-1.25175606,0.03385117,2
RISK-V2-001550,CEN-08,11.56994048,-1.72697234,-0.04854901,2
RISK-V2-001551,CEN-09,69.12822421,0.64770832,-0.05071596,0
RISK-V2-001552,CEN-12,75.51277282,0.67652208,-0.33823311,1
RISK-V2-001553,CEN-08,41.92522321,-0.54972295,-0.21442452,1
RISK-V2-001554,CEN-11,46.45957341,0.05091725,0.16515727,1
RISK-V2-001555,CEN-15,1.3764881,-2.25191709,0.0522288,1
RISK-V2-001556,CEN-10,74.91071429,0.76475288,0.15224546,2
RISK-V2-001557,CEN-04,35.91393849,-0.22030136,-0.09565548,0
RISK-V2-001558,CEN-14,63.06981647,0.42255764,-0.21336642,1
RISK-V2-001559,CEN-21,37.78893849,-0.5590677,-0.118634,0
RISK-V2-001560,CEN-01,30.72296627,-0.4197789,0.41262377,1
RISK-V2-001561,CEN-08,54.22619048,-0.04261696,-0.04446369,0
RISK-V2-001562,CEN-17,60.61631944,0.15448044,0.07469449,1
RISK-V2-001563,CEN-11,11.69075964,-1.59475978,-0.03370473,1
RISK-V2-001564,CEN-13,29.19890873,-0.55954811,0.34022023,1
RISK-V2-001565,CEN-14,28.63529266,-0.70290697,0.05247511,0
RISK-V2-001566,CEN-23,54.35002126,0.29428715,-0.0448313,2
RISK-V2-001567,CEN-02,84.921875,1.14855488,0.08995377,1
RISK-V2-001568,CEN-13,69.3328373,0.6151124,-0.26790956,1
RISK-V2-001569,CEN-21,28.23660714,-0.74342316,-0.00586804,2
RISK-V2-001570,CEN-05,90.70064484,1.71832561,0.13060817,1
RISK-V2-001571,CEN-01,61.3374256,0.12319039,0.1378041,0
RISK-V2-001572,CEN-13,29.61433532,-0.93669781,0.08531312,0
RISK-V2-001573,CEN-16,82.15525794,0.9999656,-0.15387569,1
RISK-V2-001574,CEN-03,47.53534226,-0.06179549,-0.26498494,1
RISK-V2-001575,CEN-02,96.03741497,2.27369872,0.13217127,3
RISK-V2-001576,CEN-06,93.71837798,1.26149889,-0.19748201,2
RISK-V2-001577,CEN-07,99.18154762,2.43666874,0.1867374,1
RISK-V2-001578,CEN-11,49.38058036,0.00877601,0.05642664,3
RISK-V2-001579,CEN-04,21.94940476,-0.92751019,-0.11448067,2
RISK-V2-001580,CEN-17,27.61036706,-0.59410681,0.23738444,1
RISK-V2-001581,CEN-03,61.1656746,0.39558664,0.33488447,2
RISK-V2-001582,CEN-11,8.39099702,-1.29356692,0.1931706,1
RISK-V2-001583,CEN-18,82.36545139,1.35262827,0.07756667,0
RISK-V2-001584,CEN-20,37.9939059,-0.7048834,0.03559957,2
RISK-V2-001585,CEN-09,84.36507937,1.21854515,-0.19983019,0
RISK-V2-001586,CEN-17,53.25644841,-0.01396,-0.21004945,5
RISK-V2-001587,CEN-05,62.00520833,0.45290756,0.03602036,0
RISK-V2-001588,CEN-06,95.53633433,1.68896197,-0.29700272,1
RISK-V2-001589,CEN-04,9.22929067,-1.38430681,0.38321007,0
RISK-V2-001590,CEN-07,99.44196429,2.63051311,-0.19954597,1
RISK-V2-001591,CEN-07,92.08581349,1.42610613,-0.03581049,0
RISK-V2-001592,CEN-18,55.24553571,0.23794227,0.19212091,1
RISK-V2-001593,CEN-04,11.67224702,-1.56863261,-0.34785398,1
RISK-V2-001594,CEN-05,99.58545918,2.39933835,-0.15484278,1
RISK-V2-001595,CEN-15,22.65252976,-1.03363887,0.11721603,1
RISK-V2-001596,CEN-08,28.67249504,-0.91354092,0.0797074,2
RISK-V2-001597,CEN-16,53.46974206,0.18732854,0.17589328,2
RISK-V2-001598,CEN-05,81.2140377,1.04669565,0.08340472,0
RISK-V2-001599,CEN-04,7.28236607,-1.84909468,0.13325483,1
RISK-V2-001600,CEN-07,94.53125,2.06963571,0.1871543,2
RISK-V2-001601,CEN-18,60.12710813,0.34902012,-0.06108155,0
RISK-V2-001602,CEN-13,40.16581633,-0.30573063,-0.15227513,3
RISK-V2-001603,CEN-22,5.3999256,-1.86913101,-0.04056449,0
RISK-V2-001604,CEN-02,91.62202381,1.97497286,0.17033951,2
RISK-V2-001605,CEN-12,85.32242063,1.13975604,-0.06374038,0
RISK-V2-001606,CEN-15,6.39198909,-1.87884889,-0.01586933,0
RISK-V2-001607,CEN-14,9.09288194,-1.58715125,0.25469859,1
RISK-V2-001608,CEN-07,81.16691468,1.36409209,-0.23126326,0
RISK-V2-001609,CEN-23,48.3655754,0.16721105,0.28959097,0
RISK-V2-001610,CEN-21,12.19866071,-1.61221196,0.04307814,1
RISK-V2-001611,CEN-01,43.34573413,0.12494011,0.11737759,0
RISK-V2-001612,CEN-15,47.04613095,-0.17340608,0.17496893,0
RISK-V2-001613,CEN-08,28.23784722,-0.82849851,-0.08944073,1
RISK-V2-001614,CEN-17,55.51587302,0.17455324,-0.33333483,0
RISK-V2-001615,CEN-15,28.15662202,-0.83372616,-0.00264836,2
RISK-V2-001616,CEN-03,32.84350198,-0.51034678,0.08111086,2
RISK-V2-001617,CEN-24,34.90637401,-0.29113335,0.41187918,1
RISK-V2-001618,CEN-20,53.9031498,0.10747121,0.07598019,1
RISK-V2-001619,CEN-01,29.74330357,-0.6788803,-0.16222031,1
RISK-V2-001620,CEN-09,20.47681052,-1.11757571,0.01292071,1
RISK-V2-001621,CEN-19,1.74231151,-1.72836274,0.1529635,0
RISK-V2-001622,CEN-16,86.70820933,1.2611896,-0.17250817,1
RISK-V2-001623,CEN-08,19.01041667,-1.07538791,-0.14433453,1
RISK-V2-001624,CEN-13,64.93870465,0.42809053,0.07565686,2
RISK-V2-001625,CEN-02,58.59375,0.41053509,-0.07966992,1
RISK-V2-001626,CEN-02,51.33574263,0.22660078,-0.28567083,3
RISK-V2-001627,CEN-10,83.08159722,1.35325837,0.01882172,0
RISK-V2-001628,CEN-03,2.32514881,-2.00293496,0.28113904,0
RISK-V2-001629,CEN-04,49.01227679,-0.3886907,-0.30695879,1
RISK-V2-001630,CEN-06,86.74603175,1.53172801,0.10666927,2
RISK-V2-001631,CEN-23,99.09164187,2.57095819,-0.2206528,1
RISK-V2-001632,CEN-22,26.2109375,-0.68411979,0.33225891,1
RISK-V2-001633,CEN-19,15.93936012,-1.18538476,0.34036934,0
RISK-V2-001634,CEN-20,78.04315476,0.64841989,-0.17919214,3
RISK-V2-001635,CEN-05,93.7406994,1.48849751,-0.4174398,0
RISK-V2-001636,CEN-09,65.13950893,0.33140645,-0.12547273,0
RISK-V2-001637,CEN-18,23.43962585,-0.72688694,0.21310945,3
RISK-V2-001638,CEN-01,53.08717758,-0.04712443,-0.15872709,0
RISK-V2-001639,CEN-10,77.56386409,0.97864144,0.05162459,2
RISK-V2-001640,CEN-05,92.4671379,1.83361323,-0.04467976,0
RISK-V2-001641,CEN-12,94.87599206,1.85987933,0.25171359,2
RISK-V2-001642,CEN-13,48.94717262,0.22106733,0.48631336,0
RISK-V2-001643,CEN-06,67.46651786,0.63952039,-0.11256152,1
RISK-V2-001644,CEN-17,46.80431548,0.12810146,0.28292246,0
RISK-V2-001645,CEN-23,95.65972222,2.04318455,0.10145756,1
RISK-V2-001646,CEN-19,49.41592262,-0.14981604,-0.0649833,1
RISK-V2-001647,CEN-20,53.16609977,0.04336286,-0.10994154,2
RISK-V2-001648,CEN-15,23.27318948,-1.3026138,-0.07802134,3
RISK-V2-001649,CEN-24,30.25297619,-0.73455081,0.00883812,0
RISK-V2-001650,CEN-17,34.16356647,-0.56501263,0.03163959,0
RISK-V2-001651,CEN-13,23.07849702,-0.77434071,0.09468168,1
RISK-V2-001652,CEN-08,36.11855159,-0.21455612,0.39616007,2
RISK-V2-001653,CEN-14,28.11073909,-0.78185808,0.02035355,2
RISK-V2-001654,CEN-13,56.93346088,0.36282479,0.00430937,4
RISK-V2-001655,CEN-16,46.97110615,0.08476456,-0.15230208,0
RISK-V2-001656,CEN-20,51.50403912,0.11271046,0.23617515,1
RISK-V2-001657,CEN-21,3.99199263,-1.8197777,0.16913704,1
RISK-V2-001658,CEN-04,19.64967758,-1.54097957,-0.44326721,1
RISK-V2-001659,CEN-13,44.24913194,-0.4372161,-0.1524031,0
RISK-V2-001660,CEN-09,82.64384921,1.14314727,-0.20669675,2
RISK-V2-001661,CEN-06,45.63988095,-0.01247219,0.11615969,3
RISK-V2-001662,CEN-20,45.07378472,-0.40171055,-0.28626159,1
RISK-V2-001663,CEN-19,12.24489796,-1.58603711,-0.14880958,1
RISK-V2-001664,CEN-17,20.14508929,-0.88486811,-0.01770896,1
RISK-V2-001665,CEN-09,84.12202381,1.06283051,-0.09023408,1
RISK-V2-001666,CEN-24,29.69618056,-0.50011632,0.36783718,1
RISK-V2-001667,CEN-14,65.25855655,0.5239989,0.03229432,1
RISK-V2-001668,CEN-21,0.0,-3.22728483,0.14416072,1
RISK-V2-001669,CEN-08,15.93625992,-1.12708024,0.17578554,0
RISK-V2-001670,CEN-20,40.27839782,-0.51878897,-0.07377726,0
RISK-V2-001671,CEN-05,91.05592758,1.66246135,-0.31585347,1
RISK-V2-001672,CEN-03,13.26946925,-1.28353979,0.01788981,1
RISK-V2-001673,CEN-17,47.28050595,0.06205563,0.09674664,1
RISK-V2-001674,CEN-13,32.61842758,-0.5362024,0.14516532,1
RISK-V2-001675,CEN-07,98.98313492,2.95151727,0.16809375,0
RISK-V2-001676,CEN-07,94.91381448,1.70499058,0.09363789,0
RISK-V2-001677,CEN-19,35.03410218,-0.47550737,0.08590294,0
RISK-V2-001678,CEN-23,89.96465774,1.69714709,0.16967526,2
RISK-V2-001679,CEN-03,31.77827381,-0.46340858,0.07810805,1
RISK-V2-001680,CEN-04,9.61929563,-1.45128575,0.01501258,1
RISK-V2-001681,CEN-04,19.37127976,-1.23589666,0.10422997,1
RISK-V2-001682,CEN-15,1.1811756,-2.28042079,0.16274332,2
RISK-V2-001683,CEN-01,24.40653345,-0.75417124,0.30456115,3
RISK-V2-001684,CEN-16,61.41183036,0.17126076,-0.15738006,3
RISK-V2-001685,CEN-15,6.57490079,-1.9390982,0.46467486,0
RISK-V2-001686,CEN-22,25.61383929,-0.99959237,0.03275847,1
RISK-V2-001687,CEN-24,87.67113095,1.40547673,-0.01256946,2
RISK-V2-001688,CEN-13,31.54575893,-0.61416135,0.11554758,2
RISK-V2-001689,CEN-01,24.09385629,-1.0563842,-0.21218701,2
RISK-V2-001690,CEN-08,52.63463719,-0.24905115,-0.28755225,1
RISK-V2-001691,CEN-23,67.55890377,0.66811124,-0.03089374,2
RISK-V2-001692,CEN-08,80.13180272,1.19798155,-0.0284147,1
RISK-V2-001693,CEN-14,61.70386905,0.2433969,-0.13620064,2
RISK-V2-001694,CEN-01,49.72532242,0.23100995,0.14509979,1
RISK-V2-001695,CEN-22,14.67881944,-1.47298949,-0.17042112,0
RISK-V2-001696,CEN-17,86.1235119,1.20030201,-0.2681503,0
RISK-V2-001697,CEN-16,79.45684524,1.32131693,0.1126642,1
RISK-V2-001698,CEN-11,11.87003968,-1.96195072,-0.27400154,0
RISK-V2-001699,CEN-16,84.98334751,1.31345744,0.07423087,2
RISK-V2-001700,CEN-04,17.45721726,-1.14029923,0.02035731,1
RISK-V2-001701,CEN-22,13.04873512,-1.47062659,-0.07488013,2
RISK-V2-001702,CEN-24,42.13169643,-0.29594617,-0.03321995,3
RISK-V2-001703,CEN-11,7.7436756,-1.65649127,0.11880894,1
RISK-V2-001704,CEN-02,57.77476616,0.16251309,0.00869439,2
RISK-V2-001705,CEN-24,60.13516865,0.10552151,-0.228568,1
RISK-V2-001706,CEN-22,49.63727679,-0.23329403,-0.21962718,1
RISK-V2-001707,CEN-10,87.0819161,1.20690232,-0.13522959,2
RISK-V2-001708,CEN-22,33.24829932,-0.85063983,-0.36160892,3
RISK-V2-001709,CEN-21,2.37165179,-2.16674716,0.01891313,1
RISK-V2-001710,CEN-24,76.24627976,0.97381824,-0.03692023,3
RISK-V2-001711,CEN-14,21.46887401,-0.89153826,0.29740232,0
RISK-V2-001712,CEN-11,11.43955499,-1.42326134,0.07069234,3
RISK-V2-001713,CEN-03,46.87127976,-0.17024051,-0.0297175,1
RISK-V2-001714,CEN-19,34.90787982,-0.34360009,0.17294942,1
RISK-V2-001715,CEN-16,80.36883503,0.95309421,0.03072058,3
RISK-V2-001716,CEN-11,47.6469494,-0.16079195,-0.07743532,1
RISK-V2-001717,CEN-02,81.1359127,1.19446355,-0.08948203,0
RISK-V2-001718,CEN-11,48.43936012,-0.17531767,-0.08346374,1
RISK-V2-001719,CEN-24,55.07750496,0.02769683,-0.1830741,1
RISK-V2-001720,CEN-16,74.47314342,0.94018288,-0.03866956,1
RISK-V2-001721,CEN-17,53.67931548,0.47119848,0.26619993,0
RISK-V2-001722,CEN-18,70.51835317,0.76101897,0.0513836,0
RISK-V2-001723,CEN-09,67.0014881,0.42237615,-0.01293445,3
RISK-V2-001724,CEN-16,83.16158234,1.18423398,-0.0199049,1
RISK-V2-001725,CEN-06,85.2250744,0.87670225,-0.33142665,1
RISK-V2-001726,CEN-08,74.98449901,0.94315992,0.1382859,0
RISK-V2-001727,CEN-20,24.72780258,-0.41544974,0.54086043,1
RISK-V2-001728,CEN-18,73.68241567,0.8083533,-0.1269282,2
RISK-V2-001729,CEN-22,35.78231293,-0.69726736,-0.16896037,1
RISK-V2-001730,CEN-23,93.48028274,1.89340341,0.01966728,1
RISK-V2-001731,CEN-24,68.40596655,0.72081216,-0.10351368,1
RISK-V2-001732,CEN-10,97.93526786,2.14525028,-0.02188711,1
RISK-V2-001733,CEN-14,22.05419147,-0.77216859,0.4550276,0
RISK-V2-001734,CEN-05,92.04799107,1.83474338,0.09809733,2
RISK-V2-001735,CEN-06,89.86607143,1.39911804,0.18515521,0
RISK-V2-001736,CEN-10,31.98784722,-0.52948201,0.0067257,0
RISK-V2-001737,CEN-14,36.36018991,-0.28041539,0.0348699,1
RISK-V2-001738,CEN-12,39.35081845,0.00293933,0.14489625,2
RISK-V2-001739,CEN-23,99.16914683,1.95109802,-0.08556716,0
RISK-V2-001740,CEN-02,93.04749504,1.52226577,-0.45267043,2
RISK-V2-001741,CEN-24,61.12599206,0.65546329,0.02216729,1
RISK-V2-001742,CEN-05,90.69940476,1.43176328,-0.40944102,1
RISK-V2-001743,CEN-10,66.63256448,0.65574857,0.01283027,1
RISK-V2-001744,CEN-01,21.54389881,-1.41661053,-0.22158043,2
RISK-V2-001745,CEN-03,35.41666667,-0.71803269,-0.06800495,2
RISK-V2-001746,CEN-17,52.57006448,0.09798389,0.09658689,3
RISK-V2-001747,CEN-11,24.54648526,-0.98490682,0.04964564,1
RISK-V2-001748,CEN-09,56.43813776,0.1796805,0.25312313,1
RISK-V2-001749,CEN-08,4.83940972,-1.86735484,0.0637805,0
RISK-V2-001750,CEN-16,69.73152282,0.72941492,0.09748143,2
