id_sintetico,cenario_id,ghe_codigo,A1,A2,A3,A4,A5,B1,B2,B3,C1,C2,C3,C4,D1,D2,D3,D4,E1,E2,E3,F1,F2,F3,F4,G1,G2,G3,H1,H2,H3,I1,I2,I3,I4,I5,I6,I7,I8,I9,J1,J2,J3,J4,J5,J6,J7,J8
RISK-V2-003482,CEN-03,GHE-03,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0
RISK-V2-003483,CEN-22,GHE-04,4.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0,2.0,,2.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0,,3.0,4.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
RISK-V2-003484,CEN-23,GHE-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
RISK-V2-003485,CEN-07,GHE-01,2.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,4.0,5.0,,5.0,5.0,5.0,5.0,5.0
RISK-V2-003486,CEN-07,GHE-01,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,5.0,3.0,1.0,2.0,3.0,2.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0
RISK-V2-003487,CEN-22,GHE-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RISK-V2-003488,CEN-09,GHE-03,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0
RISK-V2-003489,CEN-07,GHE-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
RISK-V2-003490,CEN-20,GHE-02,4.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,5.0,2.0,4.0,3.0,3.0,4.0,,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0,4.0,4.0
RISK-V2-003491,CEN-08,GHE-02,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,5.0,1.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,1.0,5.0,2.0,5.0,4.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
RISK-V2-003492,CEN-09,GHE-03,3.0,2.0,3.0,2.0,3.0,,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,2.0,,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,5.0,3.0,1.0,3.0,2.0
RISK-V2-003493,CEN-05,GHE-05,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0
RISK-V2-003494,CEN-12,GHE-06,2.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0
RISK-V2-003495,CEN-17,GHE-05,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0
RISK-V2-003496,CEN-20,GHE-02,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,4.0,2.0,,1.0,4.0,2.0,1.0,2.0,5.0,5.0,,4.0,5.0,5.0,5.0,3.0
RISK-V2-003497,CEN-17,GHE-05,4.0,,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0
RISK-V2-003498,CEN-07,GHE-01,,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,5.0,,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,,3.0,3.0,3.0,4.0,,4.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0
RISK-V2-003499,CEN-20,GHE-02,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,,5.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,,2.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,,4.0,4.0
RISK-V2-003500,CEN-11,GHE-05,5.0,3.0,,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,1.0,5.0,1.0,3.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0
RISK-V2-003501,CEN-22,GHE-04,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,,4.0,4.0,4.0,2.0,5.0,2.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,1.0,5.0,2.0,5.0,2.0,5.0,4.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0
RISK-V2-003502,CEN-16,GHE-04,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,2.0,5.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0
RISK-V2-003503,CEN-05,GHE-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
RISK-V2-003504,CEN-03,GHE-03,3.0,2.0,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0
RISK-V2-003505,CEN-04,GHE-04,5.0,4.0,5.0,5.0,5.0,4.0,4.0,,,5.0,5.0,5.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,3.0,3.0,5.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
RISK-V2-003506,CEN-08,GHE-02,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0
RISK-V2-003507,CEN-14,GHE-02,1.0,1.0,,,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,4.0,2.0,1.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0
RISK-V2-003508,CEN-19,GHE-01,3.0,5.0,4.0,4.0,4.0,4.0,3.0,,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,,3.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,,3.0,1.0,2.0,2.0
RISK-V2-003509,CEN-13,GHE-01,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
RISK-V2-003510,CEN-16,GHE-04,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
RISK-V2-003511,CEN-22,GHE-04,3.0,2.0,3.0,1.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,5.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,2.0
RISK-V2-003512,CEN-10,GHE-04,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,,4.0
RISK-V2-003513,CEN-02,GHE-02,2.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,,4.0,5.0,5.0,3.0,4.0,4.0,4.0
RISK-V2-003514,CEN-10,GHE-04,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,1.0,4.0,1.0,4.0,3.0,5.0,1.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0
RISK-V2-003515,CEN-08,GHE-02,2.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0
RISK-V2-003516,CEN-10,GHE-04,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0
RISK-V2-003517,CEN-22,GHE-04,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0
RISK-V2-003518,CEN-02,GHE-02,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0
RISK-V2-003519,CEN-04,GHE-04,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
RISK-V2-003520,CEN-15,GHE-03,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,,1.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0
RISK-V2-003521,CEN-22,GHE-04,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
RISK-V2-003522,CEN-07,GHE-01,2.0,2.0,2.0,2.0,2.0,3.0,,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0
RISK-V2-003523,CEN-01,GHE-01,3.0,4.0,3.0,2.0,3.0,4.0,3.0,,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,,3.0,4.0,2.0
RISK-V2-003524,CEN-15,GHE-03,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,1.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RISK-V2-003525,CEN-15,GHE-03,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RISK-V2-003526,CEN-23,GHE-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,5.0,1.0,4.0,,5.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0
RISK-V2-003527,CEN-13,GHE-01,2.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,1.0,4.0,1.0,4.0,2.0,5.0,4.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0
RISK-V2-003528,CEN-04,GHE-04,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,2.0,5.0,1.0,3.0,3.0,5.0,,3.0,3.0,3.0,2.0,3.0,3.0,2.0
RISK-V2-003529,CEN-22,GHE-04,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0
RISK-V2-003530,CEN-10,GHE-04,2.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0
RISK-V2-003531,CEN-22,GHE-04,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0
RISK-V2-003532,CEN-24,GHE-06,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,,4.0,2.0,5.0,1.0,2.0,1.0,5.0,,5.0,5.0,5.0,4.0,,5.0
RISK-V2-003533,CEN-17,GHE-05,5.0,3.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,5.0,2.0,,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,,3.0,,2.0,3.0,3.0,4.0,3.0,2.0,,2.0,2.0,3.0,2.0,3.0,2.0,3.0
RISK-V2-003534,CEN-19,GHE-01,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,1.0,5.0,4.0,2.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
RISK-V2-003535,CEN-08,GHE-02,4.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0
RISK-V2-003536,CEN-12,GHE-06,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0
RISK-V2-003537,CEN-04,GHE-04,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,2.0,5.0,4.0,4.0,,5.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,,5.0,1.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
RISK-V2-003538,CEN-02,GHE-02,4.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0
RISK-V2-003539,CEN-23,GHE-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
RISK-V2-003540,CEN-22,GHE-04,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
RISK-V2-003541,CEN-11,GHE-05,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,5.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
RISK-V2-003542,CEN-11,GHE-05,5.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0,,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0
RISK-V2-003543,CEN-24,GHE-06,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0
RISK-V2-003544,CEN-05,GHE-05,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
RISK-V2-003545,CEN-10,GHE-04,2.0,1.0,3.0,3.0,3.0,,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0
RISK-V2-003546,CEN-17,GHE-05,2.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,5.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
RISK-V2-003547,CEN-22,GHE-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,1.0,5.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RISK-V2-003548,CEN-20,GHE-02,4.0,3.0,3.0,4.0,,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0
RISK-V2-003549,CEN-24,GHE-06,3.0,4.0,3.0,5.0,4.0,,4.0,4.0,3.0,3.0,3.0,4.0,2.0,,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0
